id_alimento_anmat,nombre,denominacion,marca,categoria,kcal_100g,unidad,proteinas_100g,grasas_100g,carbs_100g
15208,Alfajor helado blanco,"Alfajor congelado relleno de crema helada de dulce de leche heladero aromatizada con esencia artificial y dulce de leche repostero, cubierto con baño de reposteria fantasia blanco aromatizado con etilvainillina",Vento gelato,Helados y tortas heladas,307.5,g,3.5,11.38,47.5
15209,Bocaditos helados menta,"Helado de crema sabor menta aromatizado con esencia artificial, recubierto con baño de reposteria semiamargo y baño de reposteria con leche aromatizados con vainillina",Lomoro helados,Helados y tortas heladas,240.0,g,4.0,8.0,38.33
15210,Bocaditos helados dulce de leche,"Helado de crema de dulce de leche heladero, recubierto con baño de reposteria semiamargo aromatizado con vainillina",Lomoro helados,Helados y tortas heladas,255.0,g,2.83,7.83,46.67
15211,Bocaditos helados americana,"Helado de crema sabor crema y chantilly aromatizado con esencia artificial, recubierto con baño de reposteria semiamargo aromatizado con vainillina y esencia artificial de limon",Lomoro helados,Helados y tortas heladas,258.33,g,3.5,8.0,43.33
15212,Postre helado camely lemon pie,"Helado de crema sabor limon aromatizado con esencia artificial, con mousse de limon, decorado con baño de repostería blanco y preparado para relleno sabor caramelo",Lomoro helados,Helados y tortas heladas,181.67,g,4.33,5.17,30.0
15213,Torta helada familiar lemon pie,"Torta helada de helado de crema sabor limon aromatizado con esencia artificial, con mousse de limon, decorada con baño de reposteria blanco y preparado para relleno sabor caramelo",Lomoro helados,Helados y tortas heladas,190.0,g,4.5,5.5,30.0
15214,Sabor flan,Helado de crema sabor vainilla aromatizado con esencia artificial con dulce de leche repostero,Giulo gold,Helados y tortas heladas,183.33,g,4.83,6.33,36.67
15215,Chocolate y sabor pistacho,Mix de helado de crema de chocolate y helado de crema sabor pistacho aromatizado con esencia artificial,Giulo,Helados y tortas heladas,171.67,g,3.17,6.33,30.0
15216,Barra helada limon cocado,"Helado de crema sabor limon aromatizado con esencia natural, con coco rallado",Giulo,Helados y tortas heladas,183.33,g,4.83,10.33,35.0
15217,Pure de manzana,Pulpa de manzana con azucar,Classic,Jugos vegetales,102.0,g,0.0,0.0,24.0
15218,"Granizado, cereza, dulce de leche","Mix de helado de crema sabor americana, con trozos de baño de reposteria con leche aromatizado con esencia artificial de vainilla, helado de crema de dulce de leche heladero y helado de crema sabor cereza, aromatizados con esencia artificial",Tropic,Helados y tortas heladas,178.33,g,2.33,7.0,26.67
15219,Almendrado,"Helado de crema sabor almendra con almendras y crocante de mani, aromatizado con esencia artificial",Giulo,Helados y tortas heladas,218.33,g,3.67,6.17,36.67
15220,Frutilla a la crema,Helado de crema sabor frutilla aromatizado con esencia artificial,Giulo gold,Helados y tortas heladas,140.0,g,2.5,7.83,30.0
15221,"Americana, dulce de leche, banana split","Mix de helado de crema sabor crema y chantilly, helado de crema de dulce de leche heladero y helado de crema sabor banana con dulce de leche heladero, aromatizados con esencia artificial",Helados fripper,Helados y tortas heladas,171.67,g,3.33,6.83,31.67
15222,"Granizado, cereza, tiramisu","Mix de helado de crema sabor americana con trozos de baño de repostería semiamargo aromatizado con vainillina, helado de crema sabor cereza y helado de crema sabor tiramisu, aromatizados con esencia artificial",Giulo,Helados y tortas heladas,233.33,g,3.83,7.83,28.33
15223,Naranja mango,Bebida sin alcohol con 25% de jugo de naranja y 25% de jugo y pulpa de mango,Big c choise,Bebidas analcoholicas y productos para prepararlas,51.5,ml,0.35,0.0,12.5
15224,Dulce de leche,Helado de leche de dulce de leche repostero,Giulo,Helados y tortas heladas,201.67,g,3.67,9.5,25.0
15225,"Americana, dulce de leche, banana split","Mix de helado de crema sabor crema y chantilly, helado de crema de dulce de leche heladero y helado de crema sabor banana con dulce de leche heladero, aromatizados con esencia artificial",Vento gelato,Helados y tortas heladas,171.67,g,3.33,6.83,31.67
15226,"Banana split, dulce de leche, americana","Mix de helado de crema sabor crema y chantilly, helado de crema de dulce de leche heladero y helado de crema sabor banana con dulce de leche heladero, aromatizados con esencia artificial",Helados bana bana,Helados y tortas heladas,171.67,g,3.33,6.83,31.67
15227,Postre helado tiramisu,"Helado de crema sabor tiramisu aromatizado con esencia artificial, con vainillas",Giulo,Helados y tortas heladas,175.0,g,2.83,6.0,31.67
15228,Sabor chocolate amargo,Helado de crema de chocolate,Giulo gold,Helados y tortas heladas,188.33,g,3.33,8.33,25.0
15229,Postre helado bombon escoces,"Helado de crema de chocolate y helado de crema sabor crema y chantilly aromatizado con esencia artificial, relleno con dulce de leche heladero, recubierto con chocolate con leche aromatizado con etilvainillina y crocante de mani",Lomoro helados,Helados y tortas heladas,233.75,g,3.38,8.62,36.25
15230,Cassata,"Mix de helado de crema de chocolate, helado de crema sabor frutilla y helado de crema sabor vainilla aromatizados con esencia artificial",Lomoro helados,Helados y tortas heladas,173.33,g,2.17,7.33,25.0
15231,Cremalito vainilla,"Helado de crema sabor vainilla aromatizado con esencia artificial, recubierto con baño de reposteria semiamargo",Ferruccio soppelsa,Helados y tortas heladas,228.89,g,2.89,12.67,26.67
15232,Cremalito chocolate,"Helado de crema de chocolate, recubierto con baño de reposteria semiamargo",Ferruccio soppelsa,Helados y tortas heladas,237.78,g,3.56,12.67,28.89
15233,Postre helado bombon escoces blanco,"Helado de crema de dulce de leche repostero y helado de crema sabor crema y chantilly aromatizado con esencia artificial relleno con dulce de leche repostero, recubierto con chocolate blanco de cobertura, decorado con crocante de man",Lomoro helados,Helados y tortas heladas,251.25,g,2.38,9.38,40.0
15234,Palito crema sabor banana split,"Crema helada sabor banana con dulce de leche repostero, aromatizado con esencia artificial",Lomoro helados,Helados y tortas heladas,193.33,g,2.89,4.22,35.56
15235,Cremalito frutilla,Helado de crema de frutilla recubierto con baño de reposteria semiamargo aromatizado con vainilla,Ferruccio soppelsa,Helados y tortas heladas,160.0,g,2.22,7.33,22.22
15236,Pinguino,Helado de crema de dulce de leche heladero recubierto con baño de reposteria semiamargo aromatizado con vainilla,Ferruccio soppelsa,Helados y tortas heladas,210.0,g,4.0,8.25,30.0
15237,Skylab,Helado de crema americana recubierto con baño de reposteria semiamargo aromatizado con vainilla,Ferruccio soppelsa,Helados y tortas heladas,190.0,g,3.75,7.75,27.5
15238,Torta helada tipo chocotorta,"Torta helada de crema helada de dulce de leche heladero sabor chocotorta, decorada con crema helada de chocolate y galletitas dulces con chocolate",Lomoro helados,Helados y tortas heladas,207.5,g,2.75,6.13,35.0
15239,Cassata,"Mix de helado de crema sabor tiramisu con preparado para relleno sabor tiramisu y sambayon, helado de crema sabor cereza y helado de crema sabor banana con dulce de leche heladero, aromatizados con esencia artificial",Lomoro helados,Helados y tortas heladas,171.67,g,3.33,7.0,31.67
15240,"Dulce de leche, chocolate tipo irlandes, vainilla","Mix de helado de crema sabor vainilla aromatizado con esencia artificial, helado de crema de chocolate y helado de crema de dulce de leche heladero",Manso helado,Helados y tortas heladas,183.33,g,3.33,8.17,25.0
15241,Torta helada tipo cheese cake,"Torta helada de crema helada con queso fundido untable, decorada con preparado para relleno de helados sabor frutos del bosque y frutos del bosque",Lomoro helados,Helados y tortas heladas,178.75,g,3.25,2.5,36.25
15242,"Granizado, dulce de leche, cereza","Mix de helado de crema sabor americana, con trozos de baño de repostería con leche, helado de crema de dulce de leche heladero y helado de crema sabor cereza, aromatizados con esencia artificial",Manso helado,Helados y tortas heladas,178.33,g,2.33,7.0,26.67
15243,Cassata,"Mix de helado de crema sabor americana con trozos de baño de repostería con leche, helado de crema de dulce de leche heladero aromatizados con esencia artificial y helado de crema de chocolate",Lomoro helados,Helados y tortas heladas,176.67,g,3.0,6.33,26.67
15244,Torta helada tipo cheese cake,"Torta helada de crema helada sabor mascarpone, decorada con preparado para relleno de helados sabor frutos del bosque y frutos del bosque",Lomoro helados,Helados y tortas heladas,225.0,g,2.87,6.5,38.75
15245,Alfajor helado tipo irlandes,"Alfajor congelado relleno de crema helada de chocolate y dulce de leche repostero, cubierto con baño de repostería con leche aromatizado con vainillina",Lomoro helados,Helados y tortas heladas,327.5,g,2.75,16.25,43.75
15246,Naranja,Jugo de naranja,Casa flora,Jugos vegetales,30.5,ml,0.0,0.0,7.0
15247,"Chocolate, frutilla, vainilla","Mix de helado de crema sabor vainilla, helado de crema sabor frutilla aromatizados con esencia artificial y helado de crema de chocolate",Manso helado,Helados y tortas heladas,173.33,g,2.17,7.33,25.0
15248,Torta helada chocolate y almendrado,"Torta helada de crema helada de chocolate con baño de reposteria semiamargo, decorada con crema helada sabor almendrado aromatizada con esencia artificial, crema chantilly aromatizada con esencia artificial, baño de reposteria con leche, nueces y galletitas dulces sabor vainilla cubiertas con chocolate con leche",Lomoro helados,Helados y tortas heladas,220.0,g,2.75,6.0,38.75
15249,Pulpa de membrillo,,Pulpera de san rafael,Jugos vegetales,63.33,g,0.0,0.0,14.83
15250,Pera,Pulpa de pera,Dia,Jugos vegetales,82.22,g,0.0,0.0,18.89
15251,Torta helada tipo selva negra,"Torta helada de crema helada de chocolate con preparado para relleno de helados con sabor a amarena y baño de repostería semiamargo, decorada con crema helada de dulce de leche heladero, cereza al maraschino y baño de repostería con leche",Lomoro helados,Helados y tortas heladas,236.25,g,5.25,7.5,37.5
15252,Puré de pera espinaca,Mezcla de pulpa de pera y espinaca,Zummy veggie,Jugos vegetales,50.0,g,0.73,0.0,10.91
15253,Puré de manzana zanahoria,Mezcla de pulpa de manzana y zanahoria,Zummy veggie,Jugos vegetales,50.0,g,0.64,0.0,11.82
15254,Puré de manzana,Mezcla de pulpa de manzana con jugo concentrado de manzana,Classic,Jugos vegetales,69.09,g,0.0,0.0,16.36
15255,Puré multifruta,"Mezcla de pulpa de manzana, pera y banana con jugo concentrado de manzana",Classic,Jugos vegetales,70.0,g,0.73,0.0,16.36
15256,Pulpa de manzana,,Nuestras manos,Jugos vegetales,57.5,ml,0.0,0.0,10.0
15257,Manzana,Mezcla de pulpa de manzana con jugo concentrado de manzana,Dia,Jugos vegetales,62.22,g,0.0,0.0,15.56
15258,Bebida analcoholica artificial sabor a frutilla para congelar,,Champucito,Bebidas analcoholicas y productos para prepararlas,44.44,ml,0.0,0.0,11.94
15259,Bebida analcoholica artificial sabor a anana para congelar,,Champucito,Bebidas analcoholicas y productos para prepararlas,44.44,ml,0.0,0.0,11.94
15260,Bebida analcoholica artificial sabor a manzana para congelar,,Champucito,Bebidas analcoholicas y productos para prepararlas,44.44,ml,0.0,0.0,11.94
15261,Bebida analcoholica artificial sabor a naranja para congelar,,Champucito,Bebidas analcoholicas y productos para prepararlas,44.44,g,0.0,0.0,11.94
15262,Xugazo,Bebida analcoholica artificial sabor a manzana para congelar,Xtremo,Bebidas analcoholicas y productos para prepararlas,91.67,ml,0.0,0.0,24.44
15263,Xugazo,Bebida analcoholica artificial sabor a frutilla para congelar,Xtremo,Bebidas analcoholicas y productos para prepararlas,91.67,ml,0.0,0.0,24.44
15264,Xugazo,Bebida analcoholica artificial sabor a anana para congelar,Xtremo,Bebidas analcoholicas y productos para prepararlas,91.67,ml,0.0,0.0,24.44
15265,Xugazo,Bebida analcohólica artificial sabor a banana para congelar,Xtremo,Bebidas analcoholicas y productos para prepararlas,91.67,ml,0.0,0.0,24.44
15266,Xugazo,Bebida analcoholica artificial sabor a naranja para congelar,Xtremo,Bebidas analcoholicas y productos para prepararlas,91.67,ml,0.0,0.0,24.44
15267,Uva,Jugo de uva blanca variedad sultanina,Casa flora,Jugos vegetales,60.0,ml,0.0,0.0,14.5
15268,Melon,Jugo de melon,Casa flora,Jugos vegetales,42.5,ml,0.0,0.0,10.0
15269,Jugo mezcla de naranja y sandia,,Casa flora,Jugos vegetales,37.5,ml,0.0,0.0,8.0
15270,Mix frutal,"Mezcla de pulpa de manzana, pera y banana con jugo concentrado de manzana",Dia,Jugos vegetales,68.89,g,0.67,0.0,16.67
15271,Snack saludable de manzana arándano,Mezcla de pulpa de manzana y arándano.,Zummy,Jugos vegetales,70.91,g,0.45,0.0,16.36
15272,Puré de manzana arándano,Mezcla de pulpa de manzana y arándanos con jugo concentrado de manzana,Zummy,Jugos vegetales,54.44,g,0.0,0.0,13.33
15273,Pulpa concentrada de kiwi,,Pulpera de san rafael,Jugos vegetales,53.33,g,1.33,0.0,12.17
15274,Bebida analcoholica artificial sabor a tutti frutti para congelar,,Champucito,Bebidas analcoholicas y productos para prepararlas,44.44,ml,0.0,0.0,11.94
15275,Pulpa concentrada de ciruela deshidratada,,Pulpera de san rafael,Jugos vegetales,138.33,g,1.33,0.0,33.33
15276,Pulpa concentrada de melón,,Pulpera de san rafael,Jugos vegetales,80.0,g,1.83,0.0,18.33
15277,Pulpa concentrada de manzana,,Pulpera de san rafael,Jugos vegetales,111.67,g,1.33,0.0,26.67
15278,Pulpa concentrada de damasco,,Pulpera de san rafael,Jugos vegetales,126.67,g,1.67,0.0,30.0
15279,Pulpa concentrada de pera,,Pulpera de san rafael,Jugos vegetales,123.33,g,0.67,0.0,30.0
15280,Pulpa concentrada de durazno,,Pulpera de san rafael,Jugos vegetales,118.33,g,1.17,0.0,28.33
15281,Puré de manzana frutilla,Mezcla de pulpa de manzana y frutilla,Zummy,Jugos vegetales,56.67,g,0.0,0.0,13.33
15282,"Puré de manzana, pera y banana - mix frutal","Mezcla de pulpa de manzana, pera y banana",Zummy,Jugos vegetales,78.89,g,0.0,0.0,18.89
15283,Puré de pera,Pulpa de pera,Zummy,Jugos vegetales,82.22,g,0.0,0.0,18.89
15284,Puré de manzana durazno,Mezcla de pulpa de manzana y durazno,Zummy,Jugos vegetales,62.22,g,0.0,0.0,14.44
15285,Palito crema sabor banana split,"Crema helada sabor banana, con dulce de leche repostero, aromatizado con esencia artificial",Helados lomoro,Helados y tortas heladas,193.33,g,2.89,4.22,35.56
15286,Pulpa de manzana,,Zummy,Jugos vegetales,75.0,g,0.0,0.0,17.5
15287,Barrita helada mani,"Crema helada sabor mani, con dulce de leche repostero, cubierta con chocolate de cobertura",Lomoro,Helados y tortas heladas,267.65,g,4.12,9.41,41.18
15288,Alfajor helado blanco,"Alfajor congelado relleno de crema helada de dulce de leche aromatizada con esencia artificial y dulce de leche repostero, cubierto con baño de repostería fantasía blanco aromatizado con etilvainillina",Helados lomoro,Helados y tortas heladas,307.5,g,3.5,11.38,47.5
15289,Bombon crocante,"Crema helada de dulce de leche, cubierta con dulce de leche heladero, chocolate de cobertura y crocante de maní",Lomoro helados,Helados y tortas heladas,322.86,g,3.14,17.14,40.0
15290,Barrita helada sabor banana split,"Crema helada sabor banana aromatizada con esencia artificial, con dulce de leche repostero, cubierta con chocolate de cobertura",Lomoro,Helados y tortas heladas,264.71,g,3.82,10.0,41.18
15291,Barrita helada americana,"Crema helada aromatizada con esencia artificial de crema y chantilly, cubierta con baño de repostería semiamargo aromatizado con vainillina y ron",Lomoro helados,Helados y tortas heladas,229.41,g,1.76,11.76,29.41
15292,Bana bana,"Helado de crema sabor banana aromatizado con esencia artificial, recubierto con baño de repostería con leche",Lomoro helados,Helados y tortas heladas,171.11,g,4.44,6.67,22.22
15293,Alfajor helado tipo irlandes,"Alfajor congelado relleno de crema helada de chocolate y dulce de leche repostero, cubierto con baño de repostería con leche",Helados lomoro,Helados y tortas heladas,293.75,g,4.25,11.5,43.75
15294,Alfajor helado negro,"Alfajor congelado relleno de crema helada de chocolate y dulce de leche repostero, cubierto con chocolate de cobertura",Helados lomoro,Helados y tortas heladas,297.5,g,4.0,12.12,43.75
15295,Limonada con frutilla,Bebida sin alcohol con 61% de jugo de limón y 19% de pulpa de frutilla,Casa de la torre,Bebidas analcoholicas y productos para prepararlas,33.0,ml,0.0,0.0,8.0
15296,Ananá,Bebida sin alcohol con 55% de jugo de ananá,Casa de la torre,Bebidas analcoholicas y productos para prepararlas,31.5,ml,0.3,0.0,7.5
15297,Limonada con maracuyá,Bebida sin alcohol con 30% de jugo de limón y 30% de pulpa de maracuyá,Casa de la torre,Bebidas analcoholicas y productos para prepararlas,35.5,ml,0.0,0.0,8.5
15298,Puré de manzana frutilla,Mezcla de pulpa de manzana y frutilla con jugo concentrado de manzana,Zummy,Jugos vegetales,53.33,g,0.0,0.0,13.33
15299,Puré de manzana naranja,Mezcla de pulpa de manzana con jugo concentrado de naranja,Zummy,Jugos vegetales,76.36,g,0.0,0.0,17.27
15300,Frutilla,Preparado líquido a base de 29% de pulpa de frutilla,Zummun,Jugos vegetales,144.0,g,0.0,0.0,34.0
15301,Durazno,Preparado líquido a base de 44% de pulpa de durazno,Zummun,Jugos vegetales,126.0,g,0.0,0.0,30.0
15302,Puré de manzana,"Pulpa de manzana endulzada con jarabe de maíz de alta fructosa, fortificada con vitamina c",Zummun,Jugos vegetales,70.0,g,0.0,0.0,16.0
15303,Totalmente irresistible chocolate tipo belga,Crema helada de chocolate,Helados lomoro,Helados y tortas heladas,166.67,g,3.67,4.17,28.33
15304,Dame mas,"Mix de helado de crema sabor crema y chantilly y helado de crema sabor frutilla, aromatizados con esencia artificial, decorado con salsa de frutilla",Lomoro helados,Helados y tortas heladas,158.33,g,2.58,4.67,26.67
15305,Dame mas,"Mix de helado de crema sabor crema y chantilly, con trozos de baño de repostería para helado aromatizado con etilvainillina y helado de crema sabor dulce de leche, aromatizados con esencia artificial, decorado con salsa de chocolate con leche",Lomoro helados,Helados y tortas heladas,178.33,g,2.33,7.0,26.67
15306,Cono sabor menta,"Helado de crema sabor a menta aromatizado con esencia artificial, recubierto con baño de repostería, en cucurucho",Helados lomoro,Helados y tortas heladas,271.25,g,3.5,10.0,41.25
15307,Totalmente irresistible cookies and cream,"Crema helada sabor a americana aromatizada con esencia artificial, con trozos de galletitas sabor a chocolate",Helados lomoro,Helados y tortas heladas,195.0,g,3.5,8.17,26.67
15308,Totalmente irresistible cereza,Crema helada sabor a cereza aromatizada con esencia artificial,Helados lomoro,Helados y tortas heladas,163.33,g,3.83,5.83,23.33
15309,Totalmente irresistible frutilla,Crema helada de frutilla aromatizada con esencia artificial,Helados lomoro,Helados y tortas heladas,163.33,g,4.17,6.33,21.67
15310,Copa tropic sabor granizado y dulce de leche,"Mix de helado de crema sabor a americana aromatizado con esencia artificial con trozos de baño de repostería con leche y helado de crema de dulce de leche, aromatizado con esencia artificial, decorado con salsa de chocolate con leche",Helados lomoro,Helados y tortas heladas,178.33,g,2.33,7.0,26.67
15311,"Bebida analcoholica con sabor a limón, naranja y jengibre",,Ke.Live,Bebidas analcoholicas y productos para prepararlas,12.0,ml,0.0,0.0,3.0
15312,Bebida analcoholica con sabor a frutilla.,,Ke.Live,Bebidas analcoholicas y productos para prepararlas,11.0,ml,0.0,0.0,2.5
15313,"Bebida sin alcohol con 57,60 % de jugo de uvas tintas.",,Susana balbo,Bebidas analcoholicas y productos para prepararlas,38.0,ml,0.0,0.4,8.5
15314,"Bebida sin alcohol con 64,60 % de jugo de uvas blancas.",,Susana balbo,Bebidas analcoholicas y productos para prepararlas,40.0,ml,0.3,0.0,9.0
15315,Huevo de pascua relleno con helado tramontana y dulce de leche,"Mix de helado de crema de dulce de leche aromatizado con esencia artificial y helado de crema sabor tramontana, cubierto con baño de reposteria con leche, decorado con baño de reposteria fantasia blanco y almendras",Lomoro gelateria,Helados y tortas heladas,263.33,g,3.33,10.0,21.11
15316,Huevo de pascua relleno con helado flan y dulce de leche,"Mix de helado de crema de dulce de leche aromatizado con esencia artificial y helado de crema sabor flan aromatizado con esencia artificial, cubierto con baño de reposteria con leche, decorado con baño de reposteria fantasia blanco",Lomoro gelateria,Helados y tortas heladas,350.0,g,2.11,20.0,40.0
15317,Huevo de pascua relleno con helado americana y dulce de leche,"Mix de helado de crema de dulce de leche aromatizado con esencia artificial y helado de crema sabor americana aromatizado con esencia artificial, cubierto con baño de reposteria con leche, decorado con baño de reposteria fantasia blanco",Lomoro gelateria,Helados y tortas heladas,350.0,g,2.11,20.0,40.0
15318,Postre camely sabor frutilla,"Mix de helado de crema sabor frutilla y helado de crema sabor americana aromatizados con esencia artificial, decorado con preparado para relleno de helados sabor frutilla",Lomoro helados,Helados y tortas heladas,166.67,g,2.33,7.67,28.33
15319,Torta helada chocolate y granizado,"Crema helada de chocolate, decorada con crema helada sabor a americana aromatizada con esencia artificial, crocante de mani, baño de reposteria con leche y minigalletita cubierta en chocolate con leche",Tortas lomoro,Helados y tortas heladas,167.5,g,3.88,5.38,26.25
15320,Torta heada sabor frutilla a la reina,"Torta helada de crema helada sabor frutilla aromatizada con esencia artificial, decorada con crema helada sabor crema chantilly aromatizada con esencia artificial, salsa de frutilla y trozos de frutillas",Lomoro helados,Helados y tortas heladas,165.0,g,2.25,4.75,28.75
15321,Helado de crema de chocolate,,Mailho,Helados y tortas heladas,198.33,g,4.17,9.83,23.33
15322,"Helado de crema sabor a dulce de leche aromatizado con esencia artificial, con dulce de leche",,Mailho,Helados y tortas heladas,181.67,g,3.33,8.0,23.33
15323,Crema helada de naranja y chocolate decorada con trozos de naranja confitada,,Mailho,Helados y tortas heladas,190.0,g,2.5,7.33,28.33
15324,Puré de manzana,Mezcla de pulpa de manzana con jugo concentrado de manzana,Zummy,Jugos vegetales,62.22,g,0.0,0.0,12.22
15325,Puré de pera,Mezcla de pulpa de pera con jugo concentrado de manzana,Zummy,Jugos vegetales,62.22,g,0.0,0.0,15.56
15326,"Puré de manzana, pera y banana - mix frutal","Mezcla de pulpa de manzana, pera y banana con jugo concentrado de manzana",Zummy,Jugos vegetales,68.89,g,0.67,0.0,16.67
15327,Puré de manzana durazno,Mezcla de pulpa de manzana y durazno con jugo concentrado de manzana,Zummy,Jugos vegetales,64.44,g,0.0,0.0,15.56
15328,Helado sabor banana split,Helado de crema con dulce de leche sabor a banana split aromatizado con esencia artificial,Arthelado,Helados y tortas heladas,171.67,g,3.33,3.5,31.67
15329,Helado sabor crema del cielo,Helado de crema sabor a crema del cielo aromatizado con esencia artificial,Arthelado,Helados y tortas heladas,158.33,g,2.67,4.83,23.33
15330,Helado sabor vainilla,Helado de crema sabor a vainilla aromatizado con esencia artificial y natural,Arthelado,Helados y tortas heladas,183.33,g,3.33,8.17,25.0
15331,Granizado,"Helado de crema sabor americana aromatizado con esencia artificial, con trozos de chocolate negro",Arthelado,Helados y tortas heladas,178.33,g,2.33,6.67,26.67
15332,Frutilla a la crema,Helado de crema de frutilla sabor a frutilla aromatizado con esencia artificial,Arthelado,Helados y tortas heladas,163.33,g,4.17,6.33,21.67
15333,Helado de chocolate,Helado de crema sabor chocolate aromatizado con esencia idéntica al natural,Arthelado,Helados y tortas heladas,166.67,g,3.67,4.17,28.33
15334,Helado sabor cereza,Helado de crema de cereza sabor a cereza al maraschino aromatizado con esencia artificial,Arthelado,Helados y tortas heladas,163.33,g,3.83,5.83,23.33
15335,Helado de crema de dulce de leche,,Arthelado,Helados y tortas heladas,181.67,g,4.17,6.5,26.67
15336,Cono tonky sabor dulce de leche y vainilla,"Helado de crema de dulce de leche aromatizado con esencia artificial y helado de crema sabor a vainilla, aromatizado con esencia artificial, decorado con crocante de maní, en cucurucho",Helados lomoro,Helados y tortas heladas,226.67,g,2.67,9.22,32.22
15337,"Granizado, cereza, dulce de leche,","Mix de helado de crema sabor americana, con trozos de baño de reposteria con leche aromatizado con esencia artificial de vainilla, helado de crema de dulce de leche heladero y helado de crema sabor cereza aromatizados con esencia artificial",Tropic,Helados y tortas heladas,178.33,g,2.33,7.0,26.67
15338,Postre helado limon cocado,"Helado de crema sabor vainilla y limon y helado de crema sabor coco aromatizados con esencia artificial, decorado con coco rallado",Lomoro helados,Helados y tortas heladas,163.33,g,4.0,3.22,28.89
15339,Totalmente irresistible sabor dulce de leche,"Crema helada de dulce de leche, aromatizado con esencia artificial, con dulce de leche repostero",Helados lomoro,Helados y tortas heladas,181.67,g,4.17,6.5,26.67
15340,Postre helado cassata,"Mix de helado de crema de chocolate, helado de crema de frutilla aromatizado con esencia artificial y helado de crema sabor almendrado aromatizado con esencia artificial, decorado con crocante de mani y almendras molidas",Helados lomoro,Helados y tortas heladas,186.67,g,3.78,6.89,27.78
15341,Postre camely dulce de leche,"Mix de helado de crema de chocolate y helado de crema de dulce de leche aromatizado con esencia artificial, decorado con dulce de leche repostero y crocante de maní",Lomoro helados,Helados y tortas heladas,178.33,g,4.17,6.5,26.67
15342,Cono bola tonky,"Helado de crema sabor americana aromatizado con esencia artificial, recubierto con baño de repostería, en cucurucho",Helados lomoro,Helados y tortas heladas,226.25,g,2.62,9.25,32.5
15343,Golden croky,"Crema helada sabor americana aromatizado con esencia artificial, recubierto con chocolate de cobertura y crocante de maní",Helados lomoro,Helados y tortas heladas,260.29,g,3.09,14.71,27.94
15344,Golden max,"Crema helada de dulce de leche sabor a dulce de leche aromatizado con esencia artificial, recubierto con chocolate de cobertura",Helados lomoro,Helados y tortas heladas,273.53,g,2.21,17.65,26.47
15345,Golden blanco,Crema helada de chocolate recubierto con chocolate blanco de cobertura,Helados lomoro,Helados y tortas heladas,238.24,g,2.06,11.47,30.88
15346,Torta helada tipo selva negra,"Torta helada de crema helada de chocolate con preparado para relleno de helados con sabor a amarena y baño de resposteria semiamargo, decorada con crema helada de dulce de leche aromatizada con esencia artificial, cereza al marraschino y baño de reposteria",Tortas lomoro,Helados y tortas heladas,177.5,g,2.75,3.88,32.5
15347,Torta helada filippo,"Crema helada sabor a dulce de leche aromatizada con esencia artificial y crema helada sabor americana aromatizada con esencia artificial, decorada con crocante de mani y salsa de chocolate con leche",Tortas lomoro,Helados y tortas heladas,181.25,g,3.12,5.38,30.0
15348,Postre helado mixto,Mix de helado de crema sabor frutilla y helado de crema sabor vainilla aromatizados con esencia artificial y helado de crema de chocolate,Lomoro helados,Helados y tortas heladas,173.75,g,2.12,7.25,25.0
15349,"Chocolate, frutilla, vainilla","Mix de helado de crema sabor vainilla, helado de crema sabor frutilla aromatizados con esencia artificial y helado de crema de chocolate",Helados dame mas,Helados y tortas heladas,173.33,g,2.17,7.33,25.0
15350,"Vainilla, frutilla, chocolate","Mix de helado de crema sabor vainilla, helado de crema sabor frutilla, aromatizados con esencia artificial y helado de crema de chocolate",Helados fripper,Helados y tortas heladas,173.33,g,2.17,7.33,25.0
15351,Sabor americana chocolate dulce de leche,"Mix de helado de crema de chocolate, helado de crema de dulce de leche y helado de crema sabor americana aromatizados con esencia artificial de dulce de leche y americana",Helados dame mas,Helados y tortas heladas,183.33,g,3.33,8.17,25.0
15352,"Granizado, cereza, dulce de leche","Mix de helado de crema sabor americana, con trozos de baño de reposteria con leche aromatizado con esencia artificial de vainilla, helado de crema de dulce de leche heladero y helado de crema sabor cereza aromatizados con esencia artificial",Helados fripper,Helados y tortas heladas,178.33,g,2.33,7.0,26.67
15353,Helado de crema sabor americana chocolate dulce de leche,"Mix de helado de crema de chocolate, helado de crema de dulce de leche y helado de crema sabor americana aromatizados con esencia artificial de dulce de leche y americana",Helados fripper,Helados y tortas heladas,183.33,g,3.33,8.17,25.0
15354,Mini torta helada,"Helada de crema de chocolate relleno con dulce de leche, recubierto con baño de reposteria",Helados lomoro,Helados y tortas heladas,267.5,g,3.12,13.75,32.5
15355,Postre helado bombon escoces,"Helado de crema de chocolate y helado de crema sabor americana aromatizado con esencia artificial, relleno con dulce de leche repostero, recubierto con chocolate de cobertura, decorado con dulce de leche y cereza al maraschino",Helados lomoro,Helados y tortas heladas,270.0,g,1.75,16.25,28.75
15356,Postre helado bombon suizo,"Helado de crema de dulce de leche heladero y helado de crema sabor crema y chantilly aromatizados con esencia artificial, recubierto con chocolate cobertura",Lomoro helados,Helados y tortas heladas,273.75,g,5.88,15.0,28.75
15357,"Granizado, dulce de leche, cereza","Mix de helado de crema sabor americana, con trozos de baño de reposteria con leche aromatizado con esencia artificial de vainilla, helado de crema de dulce de leche heladero y helado de crema sabor cereza, aromatizados con esencia artificial",Helados bana bana,Helados y tortas heladas,178.33,g,2.33,7.0,26.67
